,항목코드,항목명
38097,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"관계기업, 공동기업 및 종속기업 관련 이익(손실)"
38114,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당손익
38116,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,      계속영업희석주당손익
38118,dart_TotalSellingGeneralAdministrativeExpenses,일반영업비용
38136,dart_RevenueFromServices,   항공운수보조수익
38138,ifrs-full_OtherRevenue,   기타사업수입
38141,dart_CostOfSalesFromServices,   항공운수보조원가
38143,dart_OtherCostOfSales,   기타사업원가
38158,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후족적으로 당기손익으로 재분류될 수 있는 항목
38163,ifrs-full_RevenueFromRenderingOfServices,   신용평가
38215,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가지측정 금융자산 평가손익
38216,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 손익으로 재분류되는 항목
38302,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,지분법투자이익(손실)
38311,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      (부의)지분법자본변동
38333,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      매도가능금융자산평가이익(손실)
38393,ifrs-full_RevenueFromRenderingOfServices,   용역의 제공으로 인한 매출액
38394,ifrs-full_RevenueFromConstructionContracts,   건설계약으로 인한 매출액
38398,dart_CostOfSalesFromRenderingOfServices,   용역의 제공으로 인한 매출원가
38399,dart_CostOfSalesFromConstructionContracts,   건설계약으로 인한 매출원가
38462,ifrs-full_RevenueFromRenderingOfServices,   용역의 제공
38483,ifrs-full_BasicEarningsLossPerShare,   기본주당계속영업이익(손실)
38484,ifrs-full_DilutedEarningsLossPerShare,   희석주당계속영업이익(손실)
38532,ifrs-full_RevenueFromSaleOfGoods,   인증사업수익
38533,ifrs-full_RevenueFromRenderingOfServices,   솔루션사업수익
38534,ifrs-full_OtherRevenue,   기타부대사업수익
38611,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되는 세후기타포괄손익 :
38613,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는 세후기타포괄손익 :
38662,ifrs-full_OtherComprehensiveIncome,기타포괄손익(법인세차감후금액)
38723,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      순확정급여제도의 재측정손익(세후기타포괄손익)
38832,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      공정가치측정지분상품의 세후기타포괄손익
38838,ifrs-full_Revenue,수익(매출과지분법손익)
38839,ifrs-full_CostOfSales,매출원가(영업비용)
38995,dart_OperatingIncomeLoss,Ⅳ. 영업이익
39000,ifrs-full_ProfitLossBeforeTax,Ⅴ. 법인세비용차감전순이익
39003,ifrs-full_OtherComprehensiveIncome,Ⅶ. 기타포괄손익
39007,ifrs-full_ComprehensiveIncome,Ⅷ. 총포괄손익
39008,ifrs-full_EarningsPerShareAbstract,Ⅸ. 주당손익
39019,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,투자수익(관계기업지분법이익)
39096,ifrs-full_Revenue,매출 및 지분법손익
39097,ifrs-full_RevenueFromSaleOfGoods,   재화의 판매
39100,ifrs-full_OtherRevenue,   지분법손익
39116,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 분기손익으로 재분류될수 있는 항목
39117,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 기타포괄손익에 대한 지분 해당액
39119,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 분기손익으로 재분류될수 없는 항목
39121,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업 등 순확정급여부채의 재측정요소 등
39167,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업투자주식손상차손
39194,ifrs-full_FinanceCosts,금용비용
39200,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax,   후속기간에당기손익으로재분류되지않는항목
39202,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax,   후속기간에당기손익으로재분류되는항목
39214,dart_OperatingExpenses,비용
39216,dart_DepreciationExpense,   감가상각비와 기타상각비
39218,dart_RepairExpenses,   수선비와 소모품비
39219,dart_TravelExpenses,   여비교통 및 출장비
39317,ifrs-full_EarningsPerShareAbstract,지배기업지분에 대한 기본주당손익
39331,ifrs-full_OtherComprehensiveIncome,당기 세후 기타포괄손익:
39339,ifrs-full_DilutedEarningsLossPerShare,   계속영업 희석주당순이익
39350,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업 당기순손익에 대한 지분
39373,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류될 수 있는 항목(세후)
39374,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치금융자산 평가손익(세후)
39436,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업투자 관련손익
39445,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법이익잉여금
39467,ifrs-full_ProfitLossFromContinuingOperations,계속영업 당기순이익(손실)
39468,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업 당기순이익(손실)
39684,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류 되는 포괄손익
39685,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장 외화환산 차이
39750,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      현금흐름위험회피의 파생상품평가손익
39788,ifrs-full_BasicEarningsLossPerShare,   기본주당기순이익
39805,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄공정가치측정금융자산 평가손익
39927,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"관계기업, 공동기업 관련 손익"
40003,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로당기손익으로 재분류 되지 않는 항목(세후기타포괄손익)
40005,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)
40008,ifrs-full_GrossProfit,매출총이익(영업수익)
40023,ifrs-full_BasicEarningsLossPerShare,   기본주당보통주이익(손실)
40024,ifrs-full_DilutedEarningsLossPerShare,   기본주당우선주순이익(손실)
40045,dart_FreightExpenses,   운반보관료
40053,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,   매각예정비유동자산처분이익
40055,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,   대손충당금환입
40058,dart_LossesOnSaleOfInvestmentsInSubsidiaries,   종속기업투자처분손실
40106,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업에대한지분법손익
40214,ifrs-full_BasicEarningsLossPerShare,   보통주당순이익
40231,ifrs-full_ProfitLossFromContinuingOperations,계속영업손익
40335,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류 되지 않는 항목
40384,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,      처분손익 법인세효과
40385,ifrs-full_ComprehensiveIncome,X. 당기총포괄손익
40386,ifrs-full_EarningsPerShareAbstract,XI. 주당이익
40429,ifrs-full_BasicEarningsLossPerShare,   기본및희석주당순이익(손실)
40443,ifrs-full_ProfitLoss,분기순이익(순손실)
40445,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류될 수있는 항목
40449,ifrs-full_BasicEarningsLossPerShare,   기본주당순이익(순손실)
40450,ifrs-full_DilutedEarningsLossPerShare,   희석주당순이익(순손실)
40470,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      토지재평가이익
40513,ifrs-full_OtherComprehensiveIncome,법인세차감후 기타포괄이익(손실)
40521,ifrs-full_BasicEarningsLossPerShare,   보통주 기본주당순이익
40522,ifrs-full_DilutedEarningsLossPerShare,   구형우선주 기본주당순이익
40536,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류 되는 세후기타포괄손익
40554,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류될 수 없는 항목(세후기타포괄손익)
40626,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 측정 금융자산 평가이익(손실)
40629,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      위험회피목적파생상품평가이익(손실)
40688,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      보통주 기본주당이익(손실)
40702,ifrs-full_ProfitLossBeforeTax,법인세차감전순이익(순손실)
40765,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 측정 지분상품 처분손익
40782,ifrs-full_OtherComprehensiveIncome,기타포괄손익(법인세차감후)
40841,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      파생상품평가이익(손실)
40850,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정 금융자산 관련 손익
40906,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      종속기업및관계기업 이익잉여금중 지분해당액(세후기타포괄손익)
40947,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄-공정가치 금융자산평가손익
40994,dart_OperatingIncomeLoss,정상영업손익
41041,dart_RevenueFromRenderingOfServicesMaintenance,      정비매출
41051,dart_CostOfSalesFromRenderingOfServicesMaintenance,      정비매출원가
41076,dart_ReturnedGoodsExpenses,   반품비용
41078,dart_ConferenceExpenses,   교육회의비
41085,dart_ImpairmentLossesOnAssociates,   종속기업투자주식손상차손
41116,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,      계속영업과 중단영업기본주당이익(손실)
41138,ifrs-full_ComprehensiveIncome,III. 분기총포괄이익
41230,ifrs-full_EarningsPerShareAbstract,지배기업소유주지분주당순이익
41266,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류되는 지분법 적용대상 관계기업과 공동기업의 세후기타포괄손익에 대한 지분
41310,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업 및 공동기업 투자이익(손실)
41354,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업및관계기업지분손익
41359,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익재분류되지않는포괄손익
41360,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      포괄손익인식자산공정가치변동
41361,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      자기신용위험공정가치변동
41362,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여제도재측정손익
41363,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익재분류되는포괄손익
41364,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      매도가능금융자산포괄손익
41641,ifrs-full_FinanceIncome,금융수익- 이자수익
41744,ifrs-full_FinanceIncome,금융이익-유효이자율법에 따른 이자수익
41745,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,금융이익-기타
41751,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는  항목
41816,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   (1) 후속적으로 당기손익으로 재분류되는 항목
24,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총 포괄손익의 귀속 [abstract]
46,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배회사소유주지분
105,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax,      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세전기타포괄손익)
116,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분"
117,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,"   총 포괄손익, 비지배지분"
247,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      공동지배기업 및 관계기업 기타포괄손익 등에 대한 지분
255,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배주주의 소유주
319,ifrs-full_ComprehensiveIncomeAttributableToAbstract,분기총포괄이익의 귀속
325,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업기본주당이익
327,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,      계속영업희석주당이익
328,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,      중단영업희석주당이익
333,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 자본변동
342,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총포괄손익의 귀속
343,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주지분(손실)
432,dart_RevenueFromHotelService,   호텔매출액
445,dart_CostOfRevenueHotelService,   호텔매출원가
489,ifrs-full_ProfitLossAttributableToAbstract,당기연결순이익(손실)의 귀속
490,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의소유주지분
493,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되는 세후기타포괄손익 항목
496,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기연결총포괄손익의 귀속
585,ifrs-full_BasicEarningsLossPerShare,   계속사업과 중단사업
586,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      기본 및 희석 주당순이익(손실)
587,ifrs-full_DilutedEarningsLossPerShare,   계속사업
593,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 이익잉여금 변동
596,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업의 기타자본구성요소
599,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 지분
626,ifrs-full_ComprehensiveIncomeAttributableToAbstract,당기총포괄손익의 귀속
